file_name,category_id,category_name,image_id,zoom_ration
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,1,Trophozoite,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,4,WBC,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,4,WBC,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,1,Trophozoite,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,1,Trophozoite,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,1,Trophozoite,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,1,Trophozoite,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,1,Trophozoite,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,1,Trophozoite,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,4,WBC,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,4,WBC,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_20_27.jpg,1,Trophozoite,1,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_22_00.jpg,4,WBC,2,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_22_00.jpg,4,WBC,2,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_22_00.jpg,1,Trophozoite,2,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_22_00.jpg,1,Trophozoite,2,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_22_00.jpg,4,WBC,2,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_22_36.jpg,1,Trophozoite,3,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_22_36.jpg,1,Trophozoite,3,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_22_36.jpg,1,Trophozoite,3,1.4
malaria_dataset/ocular/batches/thick/batch3/Ocular_2024-07-01_13_22_36.jpg,1,Trophozoite,3,1.4
